No,Prodi,Angkatan,Kabupaten Sekolah,Propinsi Sekolah,Jalur,Nilai Masuk,IPS 1,IPS 2,IPS 3,IPS 4,IPS 5,IPS 6,IPS 7,IPS 8,SKS 1,SKS 2,SKS 3,SKS 4,SKS 5,SKS 6,SKS 7,SKS 8,Poin,Lama TA,Tgl Masuk USD,Tgl Lulus,Lama Studi Bulan,Lama Studi
783,TM,2014,Magelang,Jawa Tengah,Jalur Prestasi Raport ,73.32,3.2,2.76,2.82,2.05,2.75,2.7,2.9,3.22,20,21,22,21,20,23,21,9,12,1,2014-09-01,2018-07-31,46,8
784,TM,2014,Cirebon,Jawa Barat,Jalur Prestasi Raport ,73.49,2.85,3.24,3.29,2.55,2.25,2.76,3.18,3.0,20,21,24,22,20,17,22,6,10,3,2014-09-01,2019-07-31,58,10
785,TM,2014,Klaten,Jawa Tengah,Jalur Prestasi Raport ,78.07,2.4,2.79,2.52,1.32,3.1,2.42,3.29,2.47,20,19,21,22,20,24,17,21,10,2,2014-09-01,2019-01-31,52,9
786,TM,2014,Magelang,Jawa Tengah,Jalur Prestasi Raport ,74.25,3.0,3.14,3.0,2.35,2.55,3.1,3.25,3.0,20,21,20,20,20,21,20,11,15,3,2014-09-01,2019-07-31,58,10
787,TM,2014,Magelang,Jawa Tengah,Jalur Prestasi Raport ,72.11,2.95,2.71,2.95,2.3,2.45,2.52,2.72,0.5,20,21,20,20,20,21,18,8,10,4,2014-09-01,2020-01-31,64,11
788,TM,2014,Magelang,Jawa Tengah,Jalur Prestasi Raport ,72.11,2.85,2.76,2.95,2.59,2.95,2.42,3.06,3.57,20,21,22,22,20,19,18,7,10,1,2014-09-01,2018-07-31,46,8
789,TM,2014,Klaten,Jawa Tengah,Jalur Prestasi Raport ,76.08,2.75,3.71,3.25,2.6,3.2,3.36,3.31,4.0,20,21,24,20,20,22,16,4,12,1,2014-09-01,2018-07-31,46,8
790,TM,2014,Temanggung,Jawa Tengah,Gelombang  ,6.80,3.2,3.57,3.32,3.05,3.1,3.05,3.31,4.0,20,21,22,22,20,19,16,4,18,1,2014-09-01,2018-07-31,46,8
791,TM,2014,Magelang,Jawa Tengah,Gelombang  ,7.05,3.05,3.48,3.0,2.32,3.1,3.35,3.17,4.0,20,23,22,22,20,20,18,4,16,1,2014-09-01,2018-07-31,46,8
792,TM,2014,Purwokerto,Jawa Tengah,Gelombang  ,6.15,2.0,3.26,3.25,2.43,2.9,2.39,3.32,3.44,20,19,24,21,21,23,19,18,10,1,2014-09-01,2018-07-31,46,8
793,TM,2014,Magelang,Jawa Tengah,Jalur Prestasi Raport ,76.85,2.75,3.0,3.46,2.5,2.77,2.9,3.0,3.36,20,21,24,22,22,20,16,11,13,1,2014-09-01,2018-07-31,46,8
794,TM,2014,Magelang,Jawa Tengah,Jalur Prestasi Raport ,72.33,2.15,2.32,2.8,2.68,2.54,2.55,3.17,3.0,20,19,20,22,24,22,23,12,15,1,2014-09-01,2018-07-31,46,8
795,TM,2014,Klaten,Jawa Tengah,Jalur Ranking ,82.92,3.9,4.0,3.38,3.59,4.0,3.88,4.0,4.0,20,23,24,22,23,17,11,4,18,1,2014-09-01,2018-04-30,43,8
796,TM,2014,Cilegon,Banten,Jalur Prestasi Raport ,82.90,1.9,2.37,2.35,1.25,2.65,2.95,2.52,2.17,20,19,20,20,20,21,23,12,11,3,2014-09-01,2019-09-30,60,11
797,TM,2014,Mimika,Irian Jaya/ Papua,Gelombang  ,6.75,2.75,2.76,2.86,2.45,2.8,2.59,3.11,3.0,20,21,22,20,20,22,18,14,14,1,2014-09-01,2018-07-31,46,8
798,TM,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,82.41,3.45,3.91,3.67,3.23,4.0,3.88,3.54,4.0,20,23,24,22,21,17,17,4,13,2,2014-09-01,2018-04-30,43,8
799,TM,2014,Magelang,Jawa Tengah,Jalur Prestasi Raport ,74.00,2.75,3.1,3.0,2.7,2.85,2.89,3.57,3.62,20,21,22,23,20,19,23,12,17,2,2014-09-01,2019-01-31,52,9
800,TM,2014,Bantul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.78,2.95,3.38,3.0,2.75,3.2,3.15,3.17,3.5,20,21,22,20,20,20,18,8,12,2,2014-09-01,2019-01-31,52,9
801,TM,2014,Dumai,Riau,Jalur UNAS ,78.80,3.55,2.5,3.15,2.79,3.05,3.25,3.0,0.0,20,24,20,24,22,24,11,0,12,1,2014-09-01,2019-01-31,52,9
802,TM,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,78.80,2.2,2.67,2.82,1.86,1.94,2.24,2.38,2.33,20,21,22,22,18,21,16,10,11,4,2014-09-01,2020-01-31,64,11
803,TM,2014,Serang,Jawa Barat,Jalur Prestasi Raport ,81.00,3.55,3.43,3.32,2.79,3.62,3.63,3.73,0.0,20,23,22,24,21,19,15,0,11,1,2014-09-01,2018-01-31,40,7
804,TM,2014,Magelang,Jawa Tengah,Gelombang  ,5.10,3.4,3.67,3.5,2.86,3.24,3.53,3.69,4.0,20,21,24,22,21,19,13,4,19,1,2014-09-01,2018-07-31,46,8
805,TM,2014,Gunung Kidul,Daerah Istimewa Yogyakarta,Gelombang  ,5.90,2.6,3.0,3.27,2.0,2.5,3.24,2.79,2.78,20,21,22,20,20,21,19,13,14,3,2014-09-01,2019-06-28,57,10
806,TM,2014,OKU Timur (Ogan Komering Ulu Timur),Sumatera Selatan,Gelombang  ,5.60,2.85,2.76,3.77,2.42,3.0,3.0,3.07,4.0,20,21,22,24,20,22,14,4,14,1,2014-09-01,2018-07-31,46,8
807,TM,2014,Kulonprogo,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,76.08,3.65,3.57,3.45,2.95,3.18,3.74,3.19,4.0,20,21,22,20,22,19,16,4,12,1,2014-09-01,2018-07-31,46,8
808,TM,2014,Klaten,Jawa Tengah,Gelombang  ,5.05,3.65,3.52,3.32,2.9,4.0,3.42,3.69,4.0,20,21,22,20,22,19,16,4,13,1,2014-09-01,2018-07-31,46,8
809,TM,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Kerjasama ,7.00,3.75,4.0,3.55,2.68,3.6,3.59,3.71,4.0,20,23,22,22,20,22,18,4,10,2,2014-09-01,2018-05-31,44,8
810,TM,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,83.92,3.9,4.0,3.64,3.55,4.0,3.74,3.86,4.0,20,23,22,22,20,19,18,4,18,2,2014-09-01,2018-07-31,46,8
811,TM,2014,Kulonprogo,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,77.58,3.6,4.0,3.27,3.0,4.0,3.79,4.0,4.0,20,23,22,22,23,19,15,4,12,2,2014-09-01,2018-07-31,46,8
812,TM,2014,Surakarta,Jawa Tengah,Jalur Prestasi Raport ,73.60,2.65,1.9,2.55,1.85,2.7,2.8,2.95,2.5,20,23,20,20,20,20,20,8,11,2,2014-09-01,2018-10-31,49,9
813,TM,2014,Palembang,Sumatera Selatan,Jalur Prestasi Raport ,79.17,3.75,3.78,3.32,2.82,3.1,3.64,3.86,4.0,20,23,22,22,20,22,14,6,12,2,2014-09-01,2018-10-31,49,9
814,TM,2014,Rembang,Jawa Tengah,Gelombang  ,3.95,2.75,2.52,3.36,2.33,2.8,3.24,2.89,3.0,20,21,22,21,20,21,18,13,12,2,2014-09-01,2018-09-28,48,9
815,TM,2014,Sumedang,Jawa Barat,Gelombang  ,5.05,1.7,1.84,2.64,1.15,2.32,2.55,2.68,2.73,20,19,22,23,22,22,22,19,10,3,2014-09-01,2019-07-31,58,10
816,TM,2014,Mimika,Irian Jaya/ Papua,Gelombang  ,3.95,2.35,1.86,2.86,1.88,1.64,2.5,2.5,1.71,20,21,22,24,22,24,22,18,16,3,2014-09-01,2019-07-31,58,10
817,TM,2014,Kulonprogo,Daerah Istimewa Yogyakarta,Gelombang  ,7.05,3.2,3.17,2.82,3.0,3.67,3.52,3.83,4.0,20,23,22,22,24,21,12,4,16,1,2014-09-01,2018-04-30,43,8
818,TM,2014,Mimika,Irian Jaya/ Papua,Gelombang  ,5.00,2.05,2.33,2.45,1.0,1.8,1.33,2.65,2.5,20,21,22,22,20,18,20,18,10,1,2014-09-01,2019-07-31,58,10
819,TM,2014,Temanggung,Jawa Tengah,Gelombang  ,4.40,2.2,1.84,3.0,2.41,2.67,2.7,3.15,3.0,20,19,22,22,21,23,20,9,11,1,2014-09-01,2018-07-31,46,8
820,TM,2014,Bantul,Daerah Istimewa Yogyakarta,Gelombang  ,6.30,2.4,2.62,3.27,2.32,3.05,2.68,3.22,3.13,20,21,22,22,22,22,18,15,16,1,2014-09-01,2018-07-31,46,8
821,TM,2014,Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Gelombang  ,6.40,2.15,2.52,2.92,2.46,2.74,2.38,2.67,2.5,20,21,24,24,23,21,18,10,12,1,2014-09-01,2018-07-31,46,8
822,TM,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,80.15,3.05,3.17,3.25,3.27,3.0,3.9,3.86,4.0,20,23,20,22,20,21,14,4,10,1,2014-09-01,2018-07-31,46,8
823,TM,2014,Metro,Lampung,Jalur UNAS ,73.91,3.1,3.17,2.95,2.85,2.95,3.5,3.71,3.75,20,23,22,20,22,22,14,8,10,2,2014-09-01,2018-08-31,47,9
824,TM,2014,Klaten,Jawa Tengah,Gelombang  ,5.30,3.15,3.61,3.41,3.0,3.52,3.81,4.0,0.0,20,23,22,22,23,21,13,0,11,1,2014-09-01,2018-01-31,40,7
825,TM,2014,Magelang,Jawa Tengah,Gelombang  ,6.30,3.05,3.17,3.77,2.54,3.1,3.15,3.31,4.0,20,23,22,24,21,20,13,4,15,1,2014-09-01,2018-04-30,43,8
826,TM,2014,Klaten,Jawa Tengah,Jalur UNAS ,78.00,3.0,3.35,3.55,3.45,3.43,3.63,3.36,4.0,20,23,22,22,23,19,11,4,11,1,2014-09-01,2018-04-30,43,8
827,TM,2014,Klaten,Jawa Tengah,Jalur UNAS ,75.50,2.85,3.35,3.23,3.27,3.43,3.46,3.33,4.0,20,23,22,22,23,24,10,4,12,2,2014-09-01,2018-07-31,46,8
828,TM,2014,Semarang,Jawa Tengah,Gelombang  ,4.25,2.4,2.32,2.8,2.18,3.2,3.23,2.72,3.0,20,19,20,22,20,22,18,8,15,2,2014-09-01,2018-09-28,48,9
829,TM,2014,Palembang,Sumatera Selatan,Jalur UNAS ,77.58,3.65,4.0,3.55,3.08,3.78,3.46,4.0,4.0,20,23,22,24,23,24,8,4,11,1,2014-09-01,2018-07-31,46,8
830,TM,2014,Klaten,Jawa Tengah,Jalur UNAS ,81.50,3.8,4.0,3.73,3.75,4.0,3.91,4.0,4.0,20,23,22,24,23,22,12,4,12,2,2014-09-01,2018-05-31,44,8
831,TM,2014,Cianjur,Jawa Barat,Gelombang  ,6.90,2.6,3.57,2.91,2.55,3.52,3.39,3.43,0.0,20,23,22,22,23,23,14,4,11,3,2014-09-01,2019-07-31,58,10
832,TM,2014,Magelang,Jawa Tengah,Gelombang  ,9.35,3.4,3.57,3.36,2.68,3.38,3.14,3.54,4.0,20,23,22,22,21,22,13,4,16,1,2014-09-01,2018-04-30,43,8
833,TM,2014,Klaten,Jawa Tengah,Jalur UNAS ,75.95,3.05,3.26,3.59,3.05,3.78,3.81,3.64,4.0,20,23,22,22,23,21,15,4,11,2,2014-09-01,2018-05-31,44,8
834,TM,2014,Tangerang,Jawa Barat,Gelombang  ,7.05,4.0,3.74,3.92,3.58,3.74,4.0,3.55,0.0,20,23,24,24,23,19,11,0,13,1,2014-09-01,2018-01-31,40,7
835,TM,2014,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Gelombang  ,7.20,3.3,3.39,2.75,2.91,3.1,3.33,3.64,4.0,20,23,24,22,21,21,15,4,10,2,2014-09-01,2018-02-28,41,8
836,TM,2014,Tegal,Jawa Tengah,Gelombang  ,4.50,2.9,3.35,2.9,2.0,3.55,3.46,3.57,4.0,20,23,24,22,20,24,14,5,10,2,2014-09-01,2019-07-31,58,10
837,TM,2014,Klaten,Jawa Tengah,Jalur UNAS ,73.37,3.1,3.17,3.55,3.14,3.3,3.37,3.45,4.0,20,23,22,22,23,19,11,4,10,1,2014-09-01,2018-05-31,44,8
838,TM,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,78.82,2.8,3.05,2.88,3.14,3.22,3.26,3.85,3.0,20,21,24,22,23,19,13,7,21,2,2014-09-01,2019-01-31,52,9
839,TM,2014,Klaten,Jawa Tengah,Gelombang  ,5.45,2.2,2.62,2.68,2.19,2.85,3.41,3.07,2.69,20,21,22,21,20,22,15,13,17,1,2014-09-01,2018-07-31,46,8
840,TM,2014,Surakarta,Jawa Tengah,Gelombang  ,6.25,2.8,2.79,3.32,2.75,2.82,2.76,2.83,4.0,20,22,22,21,17,17,12,6,11,3,2014-09-01,2019-07-31,58,10
841,TM,2014,Jambi,Jambi,Gelombang  ,4.80,2.45,2.67,3.0,2.71,3.48,2.71,2.75,0.0,20,21,22,24,23,21,8,0,11,2,2014-09-01,2019-07-31,58,10
842,TM,2014,Toraja Utara,Sulawesi Selatan,Jalur UNAS ,73.58,2.3,2.29,3.0,2.0,2.71,0.0,1.4,2.8,20,21,22,22,21,0,10,20,10,3,2014-09-01,2020-07-30,70,11
843,TM,2014,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Gelombang  ,7.60,4.0,4.0,3.71,3.83,4.0,4.0,4.0,0.0,20,23,24,24,23,21,9,0,15,1,2014-09-01,2018-01-31,40,7
844,TM,2014,Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Jalur Kerjasama ,6.95,2.95,3.87,2.91,3.05,3.19,3.76,3.58,4.0,20,23,23,22,21,21,16,4,17,2,2014-09-01,2018-02-28,41,8
845,TM,2014,Bekasi,Jawa Barat,Jalur Kerjasama ,5.00,2.45,2.95,2.82,2.82,3.41,3.4,3.23,3.44,20,21,22,22,22,20,13,9,10,1,2014-09-01,2018-07-31,46,8
846,TM,2014,Surakarta,Jawa Tengah,Jalur Kerjasama ,6.65,3.0,3.52,3.62,2.83,3.17,3.23,3.0,4.0,20,23,24,24,23,22,10,7,10,2,2014-09-01,2018-07-31,46,8
847,TM,2014,Magelang,Jawa Tengah,Jalur Kerjasama ,5.75,2.45,3.05,3.0,2.62,2.96,3.32,2.25,3.0,20,21,24,24,23,22,12,4,13,2,2014-09-01,2018-07-31,46,8
848,TM,2014,Pemalang,Jawa Tengah,Jalur Kerjasama ,6.10,3.45,4.0,3.75,3.42,4.0,3.9,4.0,0.0,20,23,24,24,23,21,9,0,13,1,2014-09-01,2018-01-31,40,7
849,TM,2014,Surakarta,Jawa Tengah,Jalur Kerjasama ,7.80,3.25,4.0,3.08,2.96,2.13,3.37,2.92,4.0,20,23,24,24,23,19,17,4,12,2,2014-09-01,2018-07-31,46,8
850,TM,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Kerjasama ,5.90,3.25,2.96,3.18,2.75,2.95,2.75,1.36,2.4,20,23,22,24,22,20,11,9,14,2,2014-09-01,2019-01-31,52,9
851,TM,2014,Bekasi,Jawa Barat,Jalur Kerjasama ,4.05,2.45,2.38,2.79,1.77,2.48,3.24,2.69,1.89,20,21,19,22,21,21,13,9,10,3,2014-09-01,2019-12-31,63,11
852,TM,2014,Tegal,Jawa Tengah,Gelombang  ,6.40,2.45,2.26,3.0,2.25,2.7,3.23,2.4,2.67,20,19,20,24,20,22,20,9,11,2,2014-09-01,2019-07-31,58,10
853,TI,2015,Sintang,Kalimantan Barat,Jalur Prestasi Raport ,82.75,2.45,2.95,3.06,3.64,3.43,2.82,4.0,4.0,20,20,18,22,23,22,16,6,13,1,2015-09-01,2019-07-31,46,8
854,TI,2015,Batang,Jawa Tengah,Jalur Prestasi Raport ,81.79,2.7,2.95,3.17,3.43,3.14,3.62,3.31,3.0,20,22,18,21,21,24,13,6,11,1,2015-09-01,2019-07-31,46,8
855,TI,2015,Mataram,Nusa Tenggara Barat,Jalur Prestasi Raport ,80.17,2.3,2.8,3.11,3.29,3.39,2.96,3.15,3.25,20,20,18,21,23,23,13,12,13,1,2015-09-01,2019-07-31,46,8
856,TI,2015,Sanggau,Kalimantan Barat,Jalur Prestasi Raport ,78.67,2.85,3.27,2.78,3.25,3.3,3.61,4.0,4.0,20,22,18,20,23,23,15,6,13,1,2015-09-01,2019-07-31,46,8
857,TI,2015,Bengkulu,Bengkulu,Gelombang  ,7.60,3.9,3.91,3.67,3.48,3.62,4.0,3.08,0.0,20,22,18,21,21,24,13,0,11,1,2015-09-01,2020-01-31,52,9
858,TI,2015,Boyolali,Jawa Tengah,Jalur Prestasi Raport ,82.22,3.2,2.91,2.56,2.81,2.81,3.38,3.53,2.0,20,22,18,21,21,21,19,9,15,1,2015-09-01,2019-07-31,46,8
859,TI,2015,Kutai Barat,Kalimantan Timur,Jalur Prestasi Raport ,83.08,2.6,2.36,2.95,2.71,2.96,2.83,3.41,0.0,20,22,20,21,23,23,22,3,12,1,2015-09-01,2020-01-31,52,9
860,TI,2015,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.67,3.1,3.18,2.06,2.8,3.04,2.82,3.81,4.0,20,22,18,20,23,22,16,6,18,1,2015-09-01,2019-07-31,46,8
861,TI,2015,Sintang,Kalimantan Barat,Jalur Prestasi Raport ,75.58,3.05,2.64,2.86,2.9,3.22,3.0,4.0,4.0,20,22,21,20,23,22,16,6,13,1,2015-09-01,2019-07-31,46,8
862,TI,2015,Palangka Raya,Kalimantan Tengah,Gelombang  ,5.10,2.35,2.6,3.05,2.95,3.43,2.96,4.0,3.0,20,20,21,20,23,23,18,2,19,1,2015-09-01,2020-01-31,52,9
863,TI,2015,Kapuas,Kalimantan Tengah,Gelombang  ,4.70,2.75,2.68,2.76,2.86,3.39,3.43,4.0,4.0,20,22,21,21,23,23,17,6,13,1,2015-09-01,2019-07-31,46,8
864,TI,2015,Muaro Jambi,Jambi,Gelombang  ,4.80,3.0,3.36,3.11,3.24,2.9,3.32,3.2,0.0,20,22,18,21,21,22,15,0,11,1,2015-09-01,2020-01-31,52,9
865,TI,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Gelombang  ,7.60,3.8,3.21,3.89,3.61,3.4,3.25,4.0,4.0,20,24,18,23,20,24,10,6,15,1,2015-09-01,2019-07-31,46,8
866,TI,2015,Temanggung,Jawa Tengah,Gelombang  ,5.60,2.95,3.09,3.17,3.19,3.48,3.18,3.35,2.46,20,22,18,21,21,22,17,13,18,1,2015-09-01,2019-07-31,46,8
867,TI,2015,Surakarta,Jawa Tengah,Jalur UNAS ,79.88,3.75,3.73,3.44,3.43,4.0,3.68,3.39,3.33,20,22,18,21,21,19,18,9,11,1,2015-09-01,2019-07-31,46,8
868,TI,2015,Temanggung,Jawa Tengah,Gelombang  ,6.10,3.15,3.09,3.06,2.75,3.35,3.05,3.81,3.0,20,22,18,20,23,22,16,6,16,1,2015-09-01,2019-07-31,46,8
869,TI,2015,Temanggung,Jawa Tengah,Gelombang  ,6.80,2.7,2.55,2.72,2.8,2.78,3.09,3.54,3.25,20,22,18,20,23,22,13,12,14,1,2015-09-01,2019-07-31,46,8
870,TI,2015,Surabaya,Jawa Timur,Jalur Prestasi Raport ,80.00,3.45,3.64,3.56,3.65,3.67,3.73,4.0,4.0,20,22,18,20,24,22,17,6,17,1,2015-09-01,2019-07-31,46,8
871,TI,2015,Klaten,Jawa Tengah,Gelombang  ,5.20,3.05,2.86,2.31,2.85,3.13,2.55,3.88,4.0,20,22,16,20,23,23,17,6,18,1,2015-09-01,2019-07-31,46,8
872,TI,2015,Bogor,Jawa Barat,Jalur Prestasi Raport ,75.25,2.5,2.77,2.71,2.52,0.0,0.0,3.31,3.27,20,22,21,21,0,0,16,22,20,2,2015-09-01,2020-09-30,60,10
873,TI,2015,Magelang,Jawa Tengah,Gelombang  ,6.30,2.05,2.3,2.48,2.53,2.62,2.52,2.82,1.67,20,20,21,19,21,21,22,9,11,1,2015-09-01,2020-01-31,52,9
874,TI,2015,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,80.50,3.2,3.09,2.83,3.3,3.35,3.27,3.5,4.0,20,22,18,20,23,22,16,6,14,1,2015-09-01,2019-07-31,46,8
875,TI,2015,Ponorogo,Jawa Timur,Jalur UNAS ,75.73,2.65,3.09,3.33,3.62,3.43,3.0,3.15,4.0,20,22,18,21,21,24,13,6,14,1,2015-09-01,2019-07-31,46,8
876,TI,2015,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,80.09,3.3,3.45,3.0,2.81,2.95,3.19,2.94,0.0,20,22,18,21,21,21,16,0,14,1,2015-09-01,2020-01-31,52,9
877,TI,2015,Malang,Jawa Timur,Jalur Prestasi Raport ,82.65,3.2,3.59,3.44,3.39,3.43,3.43,2.79,4.0,20,22,18,23,21,21,14,6,25,1,2015-09-01,2019-07-31,46,8
878,TI,2015,Bandar Lampung,Lampung,Jalur Prestasi Raport ,76.83,3.55,3.5,4.0,3.67,3.67,3.62,3.85,0.0,20,22,21,24,21,21,13,0,21,1,2015-09-01,2019-10-31,49,9
879,TI,2015,Bantul,Daerah Istimewa Yogyakarta,Gelombang  ,6.00,3.3,3.05,3.33,3.0,3.05,3.38,3.38,0.0,20,22,18,21,21,24,13,0,27,1,2015-09-01,2020-01-31,52,9
880,TI,2015,Palangka Raya,Kalimantan Tengah,Jalur Prestasi Raport ,85.00,3.15,2.68,2.44,2.68,2.9,2.95,3.05,3.25,20,22,18,19,21,20,21,12,19,1,2015-09-01,2019-07-31,46,8
881,TI,2015,Indragiri Hilir,Riau,Jalur Prestasi Raport ,79.88,1.95,1.6,2.0,2.53,2.86,2.15,2.09,1.5,20,20,20,19,22,20,22,10,21,2,2015-09-01,2020-07-30,58,10
882,TI,2015,Tanjung Pinang,Kepulauan Riau,Gelombang  ,4.80,2.15,2.05,2.8,2.7,2.48,2.24,3.81,2.46,20,20,20,20,23,21,16,13,11,1,2015-09-01,2019-12-31,51,9
883,TI,2015,Sintang,Kalimantan Barat,Jalur Prestasi Raport ,78.00,1.15,2.35,1.2,2.37,2.42,2.1,2.32,3.0,20,20,20,19,19,21,22,13,12,1,2015-09-01,2020-01-31,52,9
884,TI,2015,Bantul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,85.59,2.65,2.32,2.72,2.73,2.78,2.95,3.12,3.0,20,22,18,22,23,21,16,9,19,1,2015-09-01,2019-07-31,46,8
885,TI,2015,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.84,3.1,2.73,2.39,2.76,3.1,3.04,2.94,0.0,20,22,18,21,21,24,16,0,18,1,2015-09-01,2020-01-31,52,9
886,TI,2015,Rembang,Jawa Tengah,Jalur Prestasi Raport ,83.42,3.75,3.5,3.78,3.71,3.61,4.0,3.33,4.0,20,22,18,21,23,22,18,6,13,1,2015-09-01,2019-07-31,46,8
887,TI,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.50,3.0,3.0,2.45,2.86,3.0,3.14,3.21,0.0,20,22,20,21,22,21,19,0,21,1,2015-09-01,2020-01-31,52,9
888,TI,2015,Subang,Jawa Barat,Jalur Prestasi Raport ,80.34,3.2,3.05,3.1,3.09,2.91,1.74,3.05,3.6,20,22,20,22,22,19,20,10,15,1,2015-09-01,2019-07-31,46,8
889,TI,2015,Prabumulih,Sumatera Selatan,Jalur UNAS ,77.83,3.1,2.91,2.67,3.05,2.86,3.71,3.3,0.0,20,22,18,21,21,21,20,0,19,1,2015-09-01,2020-01-31,52,9
890,TI,2015,Garut,Jawa Barat,Gelombang  ,7.00,3.75,3.67,3.74,3.78,3.53,3.53,3.8,4.0,20,24,23,23,19,19,15,6,26,1,2015-09-01,2019-07-31,46,8
891,TI,2015,Cilacap,Jawa Tengah,Gelombang  ,6.50,3.5,3.14,3.43,3.86,3.05,3.5,3.57,3.5,20,22,23,22,20,20,14,6,25,1,2015-09-01,2019-11-29,50,9
892,TI,2015,Pontianak,Kalimantan Barat,Gelombang  ,6.20,2.5,2.73,3.0,3.26,3.19,3.48,3.36,4.0,20,22,20,23,21,21,14,6,23,1,2015-09-01,2019-07-31,46,8
893,TI,2015,Singkawang,Kalimantan Barat,Gelombang  ,7.20,3.05,2.96,3.29,2.87,2.75,3.05,3.74,3.25,20,24,21,23,20,19,23,12,14,1,2015-09-01,31/07/2019,46,8
894,TI,2015,Sikka,Nusa Tenggara Timur,Gelombang  ,6.50,1.85,2.55,2.1,2.78,2.77,2.68,2.71,2.8,20,22,21,18,22,19,21,5,10,1,2015-09-01,31/01/2020,52,9
895,TI,2015,Kutai Barat,Kalimantan Timur,Gelombang  ,6.60,2.75,3.18,3.6,3.43,3.39,3.7,3.81,4.0,20,22,20,23,23,20,16,9,14,1,2015-09-01,31/07/2019,46,8
896,TI,2015,Malang,Jawa Timur,Gelombang  ,8.40,3.25,3.29,3.5,3.89,3.58,3.7,3.87,3.75,20,24,18,19,19,20,15,12,11,1,2015-09-01,2019-07-31,46,8
897,TI,2015,Pringsewu,Lampung,Gelombang  ,5.40,3.0,2.96,2.67,2.7,1.81,1.9,2.2,2.36,20,24,18,20,21,20,20,14,11,2,2015-09-01,2020-01-31,52,9
898,TI,2015,Palangka Raya,Kalimantan Tengah,Gelombang  ,7.60,2.85,3.23,3.67,3.38,2.9,3.71,3.85,4.0,20,22,18,21,21,24,13,6,11,1,2015-09-01,2019-07-31,46,8
899,TI,2015,Bantul,Daerah Istimewa Yogyakarta,Gelombang  ,5.90,2.85,3.73,4.0,3.67,3.9,3.7,3.67,4.0,20,22,18,21,21,20,15,12,17,1,2015-09-01,2019-07-31,46,8
900,TI,2015,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Gelombang  ,4.30,2.35,1.8,2.43,3.2,2.5,2.32,3.05,2.0,20,20,21,20,24,22,22,3,13,1,2015-09-01,2020-01-31,52,9
901,TI,2015,Barito Selatan,Kalimantan Tengah,Gelombang  ,4.60,1.9,2.15,2.45,2.52,2.96,3.21,2.14,3.14,20,20,20,21,23,24,14,14,12,1,2015-09-01,2019-07-31,46,8
902,TI,2015,Balikpapan,Kalimantan Timur,Gelombang  ,6.40,2.75,2.86,2.39,2.62,2.76,3.33,2.94,2.0,20,22,18,21,21,24,16,3,13,1,2015-09-01,2020-01-31,52,9
903,TI,2015,Maluku Tenggara Barat,Maluku,Gelombang  ,5.40,2.6,3.14,3.22,3.43,3.57,3.75,3.27,4.0,20,22,18,21,23,24,11,6,14,1,2015-09-01,2019-07-31,46,8
904,TI,2015,Metro,Lampung,Gelombang  ,5.50,1.9,2.85,2.22,2.62,2.52,2.27,3.2,2.0,20,20,18,21,21,22,15,6,13,2,2015-09-01,2020-07-30,58,10
905,TI,2015,Medan,Sumatera Utara,Jalur UNAS ,83.93,2.55,3.0,3.33,3.05,3.57,3.62,3.38,3.5,20,22,18,21,21,24,13,8,12,1,2015-09-01,2019-11-29,50,9
906,TI,2015,Kapuas Hulu,Kalimantan Barat,Gelombang  ,8.40,2.45,2.45,2.85,2.87,3.1,3.42,2.45,0.0,20,20,20,23,21,24,20,0,11,1,2015-09-01,2020-01-31,52,9
907,TI,2015,Asahan,Sumatera Utara,Jalur UNAS ,82.78,3.7,3.77,3.83,3.65,3.75,3.57,4.0,4.0,20,22,18,20,24,21,18,6,13,1,2015-09-01,2019-07-31,46,8
908,TI,2015,Ambon,Maluku,Gelombang  ,6.90,3.15,3.21,3.11,2.53,2.62,2.67,2.76,3.25,20,24,18,19,21,24,17,12,10,1,2015-09-01,2019-07-31,46,8
